api/openai-completions.ts:674	openrouter thinking	reasoning:{effort:map??raw}; off -> map.off ?? "none" unless off===null	MATCH	openai_completions.rs:1473	identical
api/openai-completions.ts:684	ant-ling thinking	reasoning:{effort} only when map[level] is a string	MATCH	openai_completions.rs:1452	identical
api/openai-completions.ts:689	together thinking	reasoning:{enabled:!!effort}; reasoning_effort map??raw	MATCH	openai_completions.rs:1486	identical
api/openai-completions.ts:698	string-thinking	thinking=map??raw; off -> map.off ?? "none" unless off===null	MATCH	openai_completions.rs:1461	identical (prior audit claimed missing arm; the arm exists)
api/openai-completions.ts:705	openai default reasoning_effort	map??raw when effort set; off -> map.off only when string	MATCH	openai_completions.rs:1495	identical
api/openai-completions.ts:716	openRouterRouting passthrough	params.provider = compat.openRouterRouting when set	MATCH	openai_completions.rs:1607	identical; no URL gating on either side (prior audit claim of an openrouter.ai gate is false)
api/openai-completions.ts:721	vercelGatewayRouting passthrough	providerOptions.gateway {only,order} when either set	MATCH	openai_completions.rs:1613	identical; no URL gating (prior audit claim false)
api/openai-completions.ts:776	anthropic-format cache control	type "ephemeral"; ttl "1h" when long && supportsLongCacheRetention; skip when retention none	MATCH	openai_completions.rs:1285	identical
api/openai-completions.ts:784	cache control placement	system prompt text, last tool, last user/assistant text part	MATCH	openai_completions.rs:30,69,415	identical placement
api/openai-completions.ts:1291	detected cacheControlFormat gate	provider=="openrouter" && id startsWith "anthropic/"	MATCH	openai_completions.rs:1282	starts_with (prior audit claim of contains() is false)
api/openai-completions.ts:894	pipe tool-call id normalization	sanitize [^a-zA-Z0-9_-]->_, callId_itemId, 40 cap, overflow prefix+"_"+shortHash[0..8], prefix len max(1,40-9)	MATCH	message_transform.rs:44	identical algorithm incl. rest-after-first-pipe semantics (prior audit claim of dropped item-id/hash is false)
api/openai-completions.ts:916	openai bare id truncation	provider=="openai" -> slice to 40	MATCH	message_transform.rs:76	identical
api/openai-completions.ts:923	system prompt role	developer when model.reasoning && supportsDeveloperRole else system	MATCH	openai_completions.rs:159	identical
api/openai-completions.ts:937	synthetic assistant bridge text	"I have processed the tool results."	MATCH	openai_completions.rs:185	identical (also image-batch variant pi:1123 = ri:378)
api/openai-completions.ts:958	image data URL format	data:{mime};base64,{data}	MATCH	openai_completions.rs:364,1045	identical
api/openai-completions.ts:973	assistant null-content compat	"" when requiresAssistantAfterToolResult else null	MATCH	openai_completions.rs:255	identical
api/openai-completions.ts:1050	deepseek reasoning_content backfill	"" when requiresReasoningContentOnAssistantMessages && reasoning && absent	MATCH	openai_completions.rs:292	identical incl. deepseek default (ri:1321)
api/openai-completions.ts:1087	tool-result placeholder texts	"(see attached image)" / "(no tool output)"	MATCH	openai_completions.rs:341	identical
api/openai-completions.ts:1134	image batch user text	"Attached image(s) from tool result:"	MATCH	openai_completions.rs:383	identical
api/openai-completions.ts:1094	tool result name field	name=toolName when requiresToolResultName	MATCH	openai_completions.rs:346	identical
api/openai-completions.ts:1147	kimi deferred system tools message	{role:"system",tools:[...]} no content; deferredToolsMode=="kimi"	MATCH	openai_completions.rs:396	identical incl. per-batch accumulator and placement after image user message
api/openai-completions.ts:1175	tool strict flag	strict:false included unless supportsStrictMode===false	MATCH	openai_completions.rs:1125	value identical; see supportsStrictMode detection row for gate drift
api/openai-completions.ts:1319	detected supportsStrictMode	!moonshot && !together && !cloudflareAiGateway && !nvidia	DRIFT	openai_completions.rs:1159	ri omits the nvidia check: !(moonshot||together||cloudflare_ai_gateway). Custom nvidia-URL models without explicit compat get strict:false included by ri where pi omits the strict field (catalog nvidia models are unaffected only if nvidia.json sets supportsStrictMode explicitly)
api/openai-completions.ts:1324	detected supportsLongCacheRetention	!(together||cloudflareWorkers||cloudflareGateway||nvidia||antLing)	DRIFT	openai_completions.rs:1375	ri omits nvidia and ant-ling: !(together||cf_workers||cf_gateway). Custom nvidia/ant-ling models with cacheRetention long get prompt_cache_retention "24h" + long prompt_cache_key gate in ri where pi suppresses them
api/openai-completions.ts:1180	usage parsing fields	prompt_tokens; cached_tokens ?? prompt_cache_hit_tokens; cache_write_tokens; completion_tokens; reasoning_tokens; input=max(0,prompt-read-write); total=input+out+read+write	MATCH	openai_completions.rs:992	identical incl. fallback order
api/openai-completions.ts:365	choice.usage fallback (Moonshot)	choices[0].usage when chunk.usage absent	MATCH	openai_completions.rs:513	identical
api/openai-completions.ts:352	responseId/responseModel capture	chunk.id; chunk.model when != model.id	MATCH	openai_completions.rs:493	identical
api/openai-completions.ts:1218	finish_reason mapping	stop|end->stop; length->length; function_call|tool_calls->toolUse; content_filter/network_error->error(+msg); default->error	MATCH	openai_completions.rs:972	identical
api/openai-completions.ts:1253	zai detection set	provider zai|zai-coding-cn or url api.z.ai|open.bigmodel.cn	MATCH	openai_completions.rs:1224	identical (prior audit claim of missing members is false)
api/openai-completions.ts:1258	together detection	provider together or api.together.ai|api.together.xyz	MATCH	openai_completions.rs:1218	identical
api/openai-completions.ts:1260	moonshot detection	provider moonshotai|moonshotai-cn or url "api.moonshot."	MATCH	openai_completions.rs:1243	identical
api/openai-completions.ts:1261	openrouter detection	provider openrouter or url openrouter.ai	MATCH	openai_completions.rs:1239	identical
api/openai-completions.ts:1262	cloudflare workers detection	provider cloudflare-workers-ai or url api.cloudflare.com	MATCH	openai_completions.rs:1249	identical
api/openai-completions.ts:1263	cloudflare gateway detection	provider cloudflare-ai-gateway or url gateway.ai.cloudflare.com	MATCH	openai_completions.rs:1253	identical
api/openai-completions.ts:1264	nvidia detection	provider nvidia or url integrate.api.nvidia.com	MATCH	openai_completions.rs:1231	exists and used in nonstandard/maxTokens/reasoningEffort (prior audit MISSING claim false); only strict/longCache gates omit it (see those rows)
api/openai-completions.ts:1265	ant-ling detection	provider ant-ling or url api.ant-ling.com	MATCH	openai_completions.rs:1235	exists incl. thinkingFormat arm (prior audit MISSING claim false); only longCache gate omits it
api/openai-completions.ts:1267	nonstandard provider set	nvidia,cerebras(+cerebras.ai),xai(+api.x.ai),together,chutes.ai,deepseek.com,zai,moonshot,opencode(+opencode.ai),cfWorkers,cfGateway,antLing	MATCH	openai_completions.rs:1197	identical membership
api/openai-completions.ts:1284	useMaxTokens set	chutes.ai,moonshot,cfGateway,together,nvidia,antLing	MATCH	openai_completions.rs:1266	identical
api/openai-completions.ts:1287	grok detection	provider xai or url api.x.ai	MATCH	openai_completions.rs:1258	identical
api/openai-completions.ts:1288	deepseek detection	provider deepseek or url deepseek.com	MATCH	openai_completions.rs:1262	identical
api/openai-completions.ts:1289	openrouter developer-role gate	openrouter && id startsWith anthropic/|openai/; else !nonstandard && !openrouter	MATCH	openai_completions.rs:1182	identical (prior audit MISSING claim false)
api/openai-completions.ts:1296	supportsReasoningEffort detection	!grok&&!zai&&!moonshot&&!together&&!cfGateway&&!nvidia&&!antLing	MATCH	openai_completions.rs:1560	identical incl. nvidia and ant-ling
api/openai-completions.ts:1304	thinkingFormat detection order	deepseek>zai>together>ant-ling>openrouter>openai	MATCH	openai_completions.rs:1587	identical order
api/openai-completions.ts:1323	sessionAffinityFormat detection	openrouter->"openrouter" else "openai"	MATCH	openai_completions.rs:1334	identical
-	groq qwen3 hardcoded reasoning_effort	-	EXTRA_IN_RI	openai_completions.rs:1396	provider=="groq" && id starts_with "qwen/qwen3" -> reasoning_effort "default" for any non-off level, bypassing thinkingLevelMap. pi openai-completions.ts has no groq branch: pi sends map[level] ?? raw (null maps coalesce to the RAW level). For groq catalog models with map {high:"default",minimal/low/medium:null}: pi sends "minimal"/"low"/"medium"/"default", ri always "default"
api/openai-responses.ts:28	responses tool-call provider allowlist	{"openai","openai-codex","opencode"}	MATCH	openai_responses.rs:51	identical
api/openai-responses.ts:30	OPENAI_RESPONSES_MIN_OUTPUT_TOKENS	16 (max(maxTokens,16))	MATCH	openai_responses.rs:36	identical
api/openai-responses.ts:44	missing-API-key handling (responses)	throw "No API key" unless key or authorization/cf-aig-authorization header	DRIFT	http_api_provider.rs:2442	same gap as completions row: no local fail-fast in ri; unauthenticated request sent
api/openai-responses.ts:67	compat defaults	supportsDeveloperRole true; sessionAffinityFormat detect; supportsLongCacheRetention true; supportsToolSearch false	MATCH	openai_responses.rs:25,214,223,308	identical defaults
api/openai-responses.ts:78	responses prompt_cache_retention	"24h" when long && supportsLongCacheRetention	MATCH	openai_responses.rs:73	identical
api/openai-responses.ts:245	prompt_cache_key	clamp(sessionId), omitted when retention "none"	MATCH	openai_responses.rs:63	identical
api/openai-responses.ts:247	store	false always	MATCH	openai_responses.rs:60	identical
api/openai-responses.ts:209	responses session affinity headers	x-session-id (openrouter) / session_id+x-client-request-id (openai); no x-session-affinity; no compat send-gate; suppressed when retention none via cacheSessionId	MATCH	openai_responses.rs:196	identical incl. retention gate placement
-	responses compat knob sendSessionIdHeader	-	EXTRA_IN_RI	openai_responses.rs:239	extra compat key (default true) that can drop the session_id header; pi expresses this only via sessionAffinityFormat "openai-nosession". Parity holds unless a catalog/custom compat sets it
api/openai-responses.ts:270	reasoning effort/summary defaults	effort map??raw, "medium" when only summary set; summary reasoningSummary||"auto"; include ["reasoning.encrypted_content"]	MATCH	openai_responses.rs:92	identical
api/openai-responses.ts:280	reasoning off branch	skip github-copilot; map.off===null -> omit; effort map.off ?? "none"	MATCH	openai_responses.rs:106	identical
api/openai-responses.ts:285	xai encrypted-content include forcing	provider=="xai" -> include always when model.reasoning	MATCH	openai_responses.rs:119	identical (prior audit MISSING claim false)
api/openai-responses.ts:291	service tier cost multipliers	flex 0.5; priority 2.5 for gpt-5.5 else 2; default 1	MATCH	openai_responses.rs:1273	identical
api/openai-responses.ts:305	service tier pricing application	multiply input/output/cacheRead/cacheWrite, recompute total	MATCH	openai_responses.rs:1249	identical
api/openai-responses-shared.ts:42	text signature format	JSON {v:1,id,phase?}, phase whitelist commentary|final_answer, legacy plain-string fallback	MATCH	openai_responses.rs:598	identical
api/openai-responses-shared.ts:105	normalizeIdPart	[^a-zA-Z0-9_-]->_, 64 cap, strip trailing _	MATCH	openai_responses.rs:572	identical
api/openai-responses-shared.ts:111	foreign item id	fc_${shortHash(itemId)}, 64 cap	MATCH	openai_responses.rs:563	identical
api/openai-responses-shared.ts:119	pipe id split semantics	const [callId, itemId] = id.split("|") (second segment only)	DRIFT	openai_responses.rs:591	ri split_once keeps the full remainder after the first pipe as item_id ("a|b|c" -> pi itemId "b", ri "b|c" -> sanitized "b_c"). Only affects malformed ids containing two or more pipes; single-pipe ids identical
api/openai-responses-shared.ts:124	fc_ prefix requirement	item id must start with fc_, else normalize fc_${id}	MATCH	openai_responses.rs:557	identical
api/openai-responses-shared.ts:188	fallback message ids	msg_pi_{index} / msg_pi_{index}_{textBlockIndex}	MATCH	openai_responses.rs:371	identical
api/openai-responses-shared.ts:195	message id 64-char cap	>64 -> msg_${shortHash(id)}	MATCH	openai_responses.rs:382	identical (ri byte-length vs pi UTF-16 length; ids are ASCII in practice)
api/openai-responses-shared.ts:198	assistant message replay shape	type message, status completed, annotations [], phase passthrough	MATCH	openai_responses.rs:385	identical
api/openai-responses-shared.ts:173	isDifferentModel + fc_ id omission	same provider+api, different model id -> drop fc_-prefixed item id	MATCH	openai_responses.rs:353,405	identical
api/openai-responses-shared.ts:218	function_call replay	id omitted when undefined; call_id/name/arguments JSON	MATCH	openai_responses.rs:417	identical
api/openai-responses-shared.ts:236	tool result call id	split "|" first segment	MATCH	openai_responses.rs:452	identical
api/openai-responses-shared.ts:261	tool-result placeholders	"(see attached image)" / "(no tool output)"	MATCH	openai_responses.rs:470	identical
api/openai-responses-shared.ts:158	input_image detail	"auto" + data URL	MATCH	openai_responses.rs:340	identical
api/openai-responses-shared.ts:279	deferred tool search call id	pi_tool_load_${shortHash(`${toolCallId}:${names.join(",")}`)}	MATCH	openai_responses.rs:505	identical
api/openai-responses-shared.ts:280	tool_search_call/output items	execution client, status completed, arguments {query:names.join(" "),limit:names.length}	MATCH	openai_responses.rs:509	identical
api/openai-responses-shared.ts:315	defer_loading flag	true on deferred tool defs	MATCH	openai_responses.rs:147	identical
api/openai-responses-shared.ts:307	tools strict default	false (null passthrough allowed)	MATCH	openai_responses.rs:136	identical
api/openai-responses-shared.ts:339	stream slots keyed by output_index	Map keyed by possibly-undefined index	MATCH	openai_responses.rs:676	identical incl. Option<u64> None key
api/openai-responses-shared.ts:464	reasoning_summary_part.done separator	append "\n\n"	MATCH	openai_responses.rs:735	identical
api/openai-responses-shared.ts:494	refusal delta routed to text block	response.refusal.delta -> text	MATCH	openai_responses.rs:740	identical
api/openai-responses-shared.ts:515	arguments.done suffix delta	replace partialJson; emit suffix delta only when startsWith(previous)	MATCH	openai_responses.rs:774	identical
api/openai-responses-shared.ts:537	reasoning item done	summary/content joined "\n\n"; thinking = summary || content || existing; signature = JSON of item	MATCH	openai_responses.rs:812	identical
api/openai-responses-shared.ts:550	message item done	join output_text/refusal parts; textSignature v1 encode	MATCH	openai_responses.rs:842	identical
api/openai-responses-shared.ts:560	function_call done arguments	item.arguments || partialJson || "{}"	MATCH	openai_responses.rs:882	identical
api/openai-responses-shared.ts:396	Azure encrypted_content backfill	from response.completed output when item.done omitted it	MATCH	openai_responses.rs:1088	identical
api/openai-responses-shared.ts:418	responses usage parsing	input=max(0,input-cached-cache_write); cacheRead/cacheWrite from input_tokens_details; reasoning_tokens; totalTokens = total_tokens || 0	MATCH	openai_responses.rs:1204	identical incl. no computed total fallback (prior audit DRIFT claim false)
api/openai-responses-shared.ts:594	status -> stop reason	completed->stop; incomplete->length; failed|cancelled->error; in_progress|queued->stop	MATCH	openai_responses.rs:940	identical
api/openai-responses-shared.ts:444	toolUse override	stop + toolCall present -> toolUse	MATCH	openai_responses.rs:946	identical
api/openai-responses-shared.ts:589	terminal event required	throw when stream ends without response.completed/incomplete/failed	MATCH	http_api_provider.rs:2037	identical guard
-	response.done accepted as terminal in shared responses processor	-	EXTRA_IN_RI	openai_responses.rs:921	ri treats "response.done" as terminal for ALL responses APIs; pi only maps response.done->response.completed inside the codex adapter, so a plain openai-responses stream emitting response.done would error in pi ("ended before terminal") but finalize in ri
-	azure response service_tier pricing	-	EXTRA_IN_RI	openai_responses.rs:930	ri's shared processor applies the service-tier cost multiplier from response.service_tier for every responses API incl. azure-openai-responses; pi wires applyServiceTierPricing only for openai-responses and codex (azure-openai-responses.ts:116 passes no pricing hook), so an azure response carrying service_tier "flex"/"priority" scales cost in ri but not pi
api/openai-codex-responses.ts:58	default codex base URL	https://chatgpt.com/backend-api	MATCH	openai_codex_responses.rs:21	identical
api/openai-codex-responses.ts:59	JWT claim path + account field	https://api.openai.com/auth -> chatgpt_account_id	MATCH	openai_codex_responses.rs:83,296	identical
api/openai-codex-responses.ts:60	DEFAULT_MAX_RETRIES	0	MATCH	openai_codex_responses.rs:74	identical (prior audit claim of 3 is false); wired at http_api_provider.rs:1971
api/openai-codex-responses.ts:61	BASE_DELAY_MS	1000, backoff base*2^attempt	MATCH	openai_codex_responses.rs:75	identical (http_api_provider.rs:1979 network path, openai_codex_responses.rs:1193 HTTP path)
api/openai-codex-responses.ts:62	DEFAULT_MAX_RETRY_DELAY_MS	60000; cap<=0 disables; cap applies only to 429 retry-after delays	MATCH	openai_codex_responses.rs:78,1142,1183	identical semantics (prior audit MISSING claim false)
api/openai-codex-responses.ts:63	websocket connect timeout default	15000 ms; 0 disables	MATCH	http_api_provider.rs:1935	identical
api/openai-codex-responses.ts:66	zstd compression level + header	level 3; content-encoding: zstd on SSE path only	MATCH	openai_codex_responses.rs:46; http_api_provider.rs:1796	identical; ws frame stays uncompressed both sides
api/openai-codex-responses.ts:67	codex tool-call provider allowlist	{"openai","openai-codex","opencode"}	MATCH	openai_codex_responses.rs:235	identical
api/openai-codex-responses.ts:68	WEBSOCKET_MESSAGE_TOO_BIG_CLOSE_CODE	1009 -> synthetic " message too big" reason	MATCH	openai_codex_responses.rs:81,419	identical (prior audit MISSING claim false)
api/openai-codex-responses.ts:69	connection-limit error code + single retry	"websocket_connection_limit_reached"; retry once before stream start	MATCH	openai_codex_responses.rs:23; http_api_provider.rs:1171	identical
api/openai-codex-responses.ts:117	terminal rate-limit pattern	GoUsageLimitError|FreeUsageLimitError|Monthly usage limit reached|available balance|insufficient_quota|out of budget|quota exceeded|billing (case-insensitive, raw body)	MATCH	openai_codex_responses.rs:1033; retry.rs:14	identical 8 alternatives; gates 429 retryability identically (prior audit MISSING claim false)
api/openai-codex-responses.ts:123	retryable statuses + text pattern	429/500/502/503/504; rate.?limit|overloaded|service.?unavailable|upstream.?connect|connection.?refused	MATCH	openai_codex_responses.rs:1037	identical
api/openai-codex-responses.ts:133	retry-after header parsing	retry-after-ms finite ms wins; retry-after numeric seconds*1000; HTTP date fallback; max(0)	MATCH	openai_codex_responses.rs:1120	identical incl. JS Number() semantics emulation
api/openai-codex-responses.ts:418	network-error retry gate	retry unless message contains "usage limit"; delay base*2^attempt uncapped	MATCH	http_api_provider.rs:1830	identical
api/openai-codex-responses.ts:498	instructions default	systemPrompt || "You are a helpful assistant."	MATCH	openai_codex_responses.rs:243	identical incl. empty-string fallthrough
api/openai-codex-responses.ts:500	text verbosity default	"low"	MATCH	openai_codex_responses.rs:249	identical
api/openai-codex-responses.ts:501	include	["reasoning.encrypted_content"] always	MATCH	openai_codex_responses.rs:250	identical
api/openai-codex-responses.ts:503	tool_choice default	"auto"	MATCH	openai_codex_responses.rs:251	identical
api/openai-codex-responses.ts:504	parallel_tool_calls	true	MATCH	openai_codex_responses.rs:252	identical
api/openai-codex-responses.ts:496	store/stream	store false, stream true	MATCH	openai_codex_responses.rs:241	identical
api/openai-codex-responses.ts:516	codex tools strict value	strict: null	MATCH	openai_codex_responses.rs:1301	identical
api/openai-codex-responses.ts:519	codex reasoning effort mapping	"none"->map.off ?? "none"; else map[level] ?? raw (JS ??: null-mapped levels coalesce to the RAW level; reasoning object always sent when reasoningEffort defined)	DRIFT	openai_codex_responses.rs:1305	ri omits the reasoning object entirely when thinkingLevelMap maps the level (or off) to null (Some(None)->None). pi never omits: null map entries fall back to the raw level name via ??. For a codex model with a null-mapped level, pi sends reasoning:{effort:"<level>"}, ri sends no reasoning field
api/openai-codex-responses.ts:527	reasoning summary default	reasoningSummary ?? "auto"	MATCH	openai_codex_responses.rs:278	identical
api/openai-codex-responses.ts:564	codex service tier resolution	response "default" + request flex/priority -> request; else response ?? request	MATCH	openai_codex_responses.rs:370	identical
api/openai-codex-responses.ts:535	codex service tier multipliers	flex 0.5; priority 2.5 gpt-5.5 else 2	MATCH	openai_responses.rs:1273	shared implementation, identical
api/openai-codex-responses.ts:574	codex URL suffix resolution	/codex/responses kept; /codex -> +/responses; else +/codex/responses; trailing / stripped; empty baseUrl -> default	MATCH	openai_codex_responses.rs:344	identical
api/openai-codex-responses.ts:582	websocket URL scheme	https->wss, http->ws	MATCH	openai_codex_responses.rs:359	identical
api/openai-codex-responses.ts:694	SSE parsing	events split on blank line; "data:" prefix; join "\n"; skip "[DONE]"	MATCH	http_api_provider.rs:2745	identical framing incl. BOM/CR handling
api/openai-codex-responses.ts:729	invalid SSE/WS JSON handling	strict JSON.parse; invalid -> CodexProtocolError (stream fails)	DRIFT	http_api_provider.rs:2883; openai_codex_responses.rs:484	ri parses with parse_json_with_repair: SSE events that fail even repair are silently dropped (push_sse_event ignores Err) and repairable-but-malformed payloads are accepted; pi fails the stream on any invalid JSON. WS path errors like pi but only after repair fails
api/openai-codex-responses.ts:757	OpenAI-Beta websocket value	responses_websockets=2026-02-06	MATCH	openai_codex_responses.rs:22	identical
api/openai-codex-responses.ts:758	SESSION_WEBSOCKET_CACHE_TTL_MS	5*60*1000 idle	MATCH	openai_codex_responses.rs:31	value identical; enforcement differs benignly (pi timer closes the idle socket at 5min, ri closes lazily on next acquire) — socket lingers open in ri but is never reused past the TTL
api/openai-codex-responses.ts:759	SESSION_WEBSOCKET_MAX_AGE_MS	55*60*1000	MATCH	openai_codex_responses.rs:28	identical
api/openai-codex-responses.ts:949	websocket close frames	close(1000, "done"/"idle_timeout"/"connection_age_limit"/"debug_close"/"aborted"/"connect_timeout")	DRIFT	openai_codex_responses.rs:489	ri always sends a bare close frame (opcode 0x8, no status code/reason). Wire-visible only; server sees 1000+reason from pi, no-status close from ri
api/openai-codex-responses.ts:1276	websocket idle timeout	options.timeoutMs as inter-event idle timeout; "WebSocket idle timeout after {ms}ms"	MATCH	http_api_provider.rs:1528	identical
api/openai-codex-responses.ts:1295	premature close guard	"WebSocket stream closed before response.completed"	MATCH	http_api_provider.rs:1591	identical
api/openai-codex-responses.ts:374	SSE header timeout	timeoutMs guards response-header arrival only; "Codex SSE response headers timed out after {ms}ms"	MATCH	http_api_provider.rs:1781	identical incl. stripping whole-request timeout
api/openai-codex-responses.ts:1477	usage-limit friendly message	codes usage_limit_reached|usage_not_included|rate_limit_exceeded or status 429; plan lowercased; mins=max(0,round((resets_at*1000-now)/60000))	MATCH	openai_codex_responses.rs:1198	identical incl. raw||statusText||"Request failed" base
api/openai-codex-responses.ts:1523	codex auth headers	Authorization Bearer; chatgpt-account-id; originator "pi"	MATCH	openai_codex_responses.rs:1272	identical
api/openai-codex-responses.ts:1526	User-Agent	pi ({platform} {release}; {arch}) on node/bun; "pi (browser)" otherwise	DRIFT	openai_codex_responses.rs:1275	ri always sends "pi (browser)"; the OS-specific UA string is never produced by the native binary, so server-side fingerprinting sees the browser variant for every ri request
api/openai-codex-responses.ts:1539	SSE headers	OpenAI-Beta responses=experimental; accept text/event-stream; content-type application/json; session-id + x-client-request-id = clamped sessionId	MATCH	openai_codex_responses.rs:304	identical
api/openai-codex-responses.ts:1551	websocket headers	delete accept/content-type/OpenAI-Beta(both cases); set beta; x-client-request-id + session-id = requestId (sessionId||uuidv7)	MATCH	openai_codex_responses.rs:326; http_api_provider.rs:940	identical
api/openai-codex-responses.ts:275	transport default + cached-context gate	transport||"auto"; cached context for auto|websocket-cached; per-session SSE fallback set	MATCH	http_api_provider.rs:1147,1457	identical
api/openai-codex-responses.ts:322	transport failure diagnostic	provider_transport_failure {configuredTransport,fallbackTransport,eventsEmitted,phase,requestBytes}	MATCH	http_api_provider.rs:2392	identical fields incl. phase strings
api/openai-codex-responses.ts:806	websocket debug stats fields	requests/created/reused/cachedContext/storeTrue/fullContext/delta/lastInputItems/lastDelta/lastPrevId/failures/sseFallbacks/fallbackActive/lastError	MATCH	openai_codex_responses.rs:117,979	identical semantics
api/openai-codex-responses.ts:1305	continuation delta computation	compare body sans input/previous_response_id; baseline=lastInput+lastResponseItems; prefix equality; delta=suffix	MATCH	openai_codex_responses.rs:916	identical
api/openai-codex-responses.ts:1441	continuation response items filter	exclude function_call_output items	MATCH	openai_codex_responses.rs:912	identical
api/openai-codex-responses.ts:1421	websocket request type	{"type":"response.create", ...body}	MATCH	http_api_provider.rs:1512	identical
-	codex websocket Sec-WebSocket-Key	-	EXTRA_IN_RI	openai_codex_responses.rs:816	hand-rolled handshake uses constant key base64("ri-codex-ws-key!") and clock-derived mask; pi's runtime WebSocket uses RFC6455 random nonces. Protocol-visible fingerprint difference, no functional impact against compliant servers
-	codex websocket inbound frame cap	-	EXTRA_IN_RI	openai_codex_responses.rs:636	32 MiB frame limit errors the stream; pi has no client-side cap (runtime-dependent)
-	codex websocket handshake/proxy response caps	-	EXTRA_IN_RI	openai_codex_responses.rs:546,796	16 KiB caps on the 101 handshake response and proxy CONNECT response; no pi counterpart (runtime-managed)
-	abort-flag poll interval	-	EXTRA_IN_RI	http_api_provider.rs:1895	ABORT_FLAG_POLL_INTERVAL_MS=10 polling for aborts/sleeps; pi is event-driven via AbortSignal. Worst case +10ms abort latency
api/azure-openai-responses.ts:21	DEFAULT_AZURE_API_VERSION	"v1"	MATCH	azure_openai.rs:8	identical
api/azure-openai-responses.ts:22	azure tool-call provider allowlist	{"openai","openai-codex","opencode","azure-openai-responses"}	MATCH	azure_openai.rs:9	identical
api/azure-openai-responses.ts:24	azure MIN_OUTPUT_TOKENS	16	MATCH	azure_openai.rs:119	identical
