packages/ai/src/utils/error-body.ts:84-91	pickBodyText probe order (body string -> error object -> $response.body)	MISSING_IN_RI	-	Architecture: ri uses the raw HTTP body directly. Cosmetic consequence on the openai path: pi surfaces JSON.stringify of the SDK-parsed inner error field (e.g. {"message":"bad"}), ri surfaces the whole raw body envelope (e.g. {"error":{"message":"bad"}}); status is present in both so retry/overflow classification is unaffected.
packages/ai/src/utils/error-body.ts:93-95	isNonEmptyObject guard (empty parsed body must not surface as "{}")	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2585-2593	Scenario: provider returns 400 with body "{}". pi: SDK parses error field -> empty/undefined -> no body -> message stays "400 status code (no body)"-style; formatted "OpenAI API error (400): 400 status code (no body)". ri: trimmed "{}" is non-empty -> "OpenAI API error (400): {}". Different surfaced text; classification unaffected (both contain 400).
packages/ai/src/utils/error-body.ts:106-113	formatProviderError branches ("<status>: <body>", "<prefix> (<status>): <body>", message-carries-body passthrough)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2582-2598	Happy-path composition matches exactly. Empty-body branch drifts: pi surfaces the SDK message (Anthropic/OpenAI SDKs produce "<status> status code (no body)"), ri fabricates "Provider returned HTTP {status}" (openai path) or "Provider returned HTTP {status}: " (anthropic/google/bedrock path). Concrete consequence: ri's own overflow heuristic (crates/ri-llm-provider/src/overflow.rs:29 pattern ^4(00|13)\s*(status code)?\s*\(no body\)) matches pi-style strings but never matches ri-native ones -> an Anthropic 400/413 with empty body is auto-detected as context overflow (compaction) in pi but surfaces as a generic hard error in ri.
packages/ai/src/utils/error-body.ts:115-118	truncateErrorText	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2570-2580 (also mistral.rs:187-196)	Same format string, but pi counts UTF-16 code units (text.length / slice) while ri counts Unicode scalar values (chars()). Scenario: 5000-emoji error body -> pi keeps 2000 emoji and reports "[truncated 6000 chars]"; ri keeps 4000 emoji and reports "[truncated 1000 chars]". Identical for ASCII bodies <= 4000.
packages/ai/src/utils/error-body.ts:120-127	safeJsonStringify (undefined -> String(value), throw -> String(value))	MISSING_IN_RI	-	Not applicable: ri serializes via serde_json where needed; no undefined/circular/BigInt cases exist. No behavioral gap.
packages/ai/src/utils/abort-signals.ts:6-10	combineAbortSignals: no active signals -> { cleanup } without signal	MISSING_IN_RI	-	ri has no AbortSignal machinery at all (abort is Arc<AtomicBool> polling); no direct counterpart utility.
packages/ai/src/utils/abort-signals.ts:11-13	combineAbortSignals: single signal passthrough (no controller allocated)	MISSING_IN_RI	-	Same as above; passthrough optimization has no ri analogue.
packages/ai/src/utils/abort-signals.ts:15-40	combineAbortSignals: multi-signal controller (pre-aborted short-circuit, abort reason propagation, once-listeners, cleanup)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1656-1692	pi's only caller (codex SSE fetch, openai-codex-responses.ts:362-379) merges the user signal with a header-timeout signal so user abort cancels the in-flight fetch immediately. ri implements only the header timeout (tokio::time::timeout around request.send()); the user abort_flag is checked at loop top and per stream chunk but never cancels an in-flight send. Scenario: user aborts while Codex response headers are pending with timeoutMs=60000 -> pi returns aborted instantly; ri stays blocked until headers arrive or the 60s timeout fires, then reports abort.
packages/ai/src/api/openai-codex-responses.ts:373-375	header-timeout error mapping ("Codex SSE response headers timed out after Xms")	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:1686-1688	Same message text; both flow into the network-retry path (retryable) and match "timed? out" in the outer classifier.
packages/ai/src/utils/headers.ts:3-9	headersToRecord(Headers)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2285-2305	Edge cases: (1) duplicate response headers - fetch Headers joins values with ", "; ri collects into BTreeMap so the LAST occurrence wins (e.g. duplicated x-ratelimit-* or set-cookie headers reach onResponse hooks differently). (2) non-UTF8 header values - ri drops the header entirely (value.to_str().ok()?); pi's fetch decodes them (latin-1) and keeps them. Common single-valued ASCII headers behave identically.
packages/ai/src/utils/headers.ts:11-18	providerHeadersToRecord: strip null-valued entries	MISSING_IN_RI	crates/ri-llm-provider/src/types.rs:756 (Model.headers), types.rs:421 (StreamOptions.headers)	pi ProviderHeaders = Record<string,string|null>; callers merge {...model.headers, ...options.headers} then strip nulls (google-generative-ai.ts:332, google-vertex.ts:379, openrouter-images.ts:117), so a null options/model header UNSETS a default header. ri headers are BTreeMap<String,String> everywhere: (a) a models config with "headers": {"x-foo": null} fails serde deserialization instead of being tolerated/stripped; (b) options cannot remove a model default header, only overwrite with another string.
packages/ai/src/utils/headers.ts:17	empty record -> undefined	MATCH	-	ri's empty BTreeMap adds no headers when iterated; the undefined-vs-empty distinction only mattered for JS SDK defaultHeaders semantics, which ri does not use.
packages/agent/src/harness/compaction/compaction.ts:117-126	completeSimpleWithRetries wrapper	MATCH	crates/ri-agent-core/src/harness/compaction.rs:564-587	Same composition: produce = completeSimple(model, context, options), caller policy, options signal/abort_flag, callbacks passed through.
packages/agent/src/harness/agent-harness.ts:263-270	retryCallbacks -> harness events (retry_scheduled/retry_attempt_start/retry_finished)	MATCH	crates/ri-agent-core/src/harness/agent_harness.rs:2272-2304	Same three events with same payloads (operation, attempt, maxAttempts, delayMs, errorMessage); both drop onRetryFinished args.
packages/agent/src/harness/agent-harness.ts:743-744,807-808	retry policy applied only to compaction + branch-summary LLM calls	MATCH	crates/ri-agent-core/src/harness/agent_harness.rs:1451-1452,1561-1562,1705-1706	Same scope; default policy undefined/None (agent-harness.ts:183, agent_harness.rs:577) = no retries unless configured.
packages/coding-agent/src/core/agent-session.ts:2639	main-turn auto-retry consumer of isRetryableAssistantError	MISSING_IN_RI	-	ri workspace ports packages/ai + packages/agent only (crates ri-llm-provider, ri-agent-core); there is no coding-agent crate, so no main-turn retry loop uses is_retryable_assistant_error (only harness compaction/branch-summary retries). Out-of-scope for the port rather than an oversight, but note: a transient main-turn provider error is auto-retried in pi's coding agent and not by any ri code today.
packages/ai/src/api/openai-codex-responses.ts:60,354	codex inner-loop default maxRetries	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:62, http_api_provider.rs:1785-1791	pi DEFAULT_MAX_RETRIES = 0 (options?.maxRetries ?? 0): no provider-internal retry unless caller opts in. ri OPENAI_CODEX_MAX_RETRIES = 3 when stream.max_retries unset. Scenario: Codex returns HTTP 500 with no maxRetries option -> pi fails after 1 request (outer harness policy decides); ri silently retries up to 3 more times (1s/2s/4s backoff) inside the provider before erroring, quadrupling latency and duplicating the outer retry budget.
packages/ai/src/api/openai-codex-responses.ts:117-121,124-126	isTerminalRateLimitError guard on 429	MISSING_IN_RI	crates/ri-llm-provider/src/openai_codex_responses.rs:982-996	pi refuses to retry a 429 whose raw body matches GoUsageLimitError|FreeUsageLimitError|Monthly usage limit reached|available balance|insufficient_quota|out of budget|quota exceeded|billing. ri treats every 429 as retryable. Scenario: OpenCode Zen 429 "GoUsageLimitError" -> pi fails fast with the quota error; ri sleeps and retries (3 times by default per the row above) before surfacing it.
packages/ai/src/api/openai-codex-responses.ts:123-131	isRetryableError status set + text fallback	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:982-996, http_api_provider.rs:1727-1731	Status set 429/500/502/503/504 matches. Text fallback drifts twice: (1) input - pi tests the RAW response body; ri tests the PARSED/friendly message from openai_codex_error_message_from_response. Scenario: HTTP 400 with body code "rate_limit_exceeded", message "Slow down" -> pi raw text matches rate.?limit -> retries; ri friendly text "You have hit your ChatGPT usage limit." matches nothing -> fails fast. (2) matcher - pi regex rate.?limit etc. (any single separator char); ri lowercases and strips ALL non-alphanumerics then substring-matches: "rate  limit" (two spaces) retryable in ri only, "rateXlimit" retryable in pi only.
packages/ai/src/api/openai-codex-responses.ts:133-140	getRetryAfterDelayMs: retry-after-ms header	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:1035-1040	pi Number(): "" -> 0ms, "  5  " -> 5ms, "0x10" -> 16ms all honored; non-finite (e.g. "abc") FALLS THROUGH to the retry-after header. ri f64 parse rejects those, and because the else-if keys on header PRESENCE, an unparseable retry-after-ms suppresses the retry-after header entirely. Scenario: response has retry-after-ms: "abc" and retry-after: "5" -> pi sleeps 5000ms; ri uses exponential backoff (1000*2^attempt) instead.
packages/ai/src/api/openai-codex-responses.ts:147-150	getRetryAfterDelayMs: retry-after seconds	MATCH	crates/ri-llm-provider/src/openai_codex_responses.rs:1042-1045	Numeric seconds * 1000, clamped at >=0 (negative -> 0), finite-check, fractional seconds supported in both.
packages/ai/src/api/openai-codex-responses.ts:152-155	getRetryAfterDelayMs: http-date	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:1046-1052	pi Date.parse accepts IMF-fixdate AND ISO-8601 (plus engine-tolerant formats); ri accepts RFC2822 only. Scenario: retry-after: "2026-07-24T12:00:00Z" -> pi computes max(0, date-now) and honors it; ri fails to parse and falls back to exponential backoff. IMF-fixdate ("Tue, 15 Nov 1994 08:12:31 GMT") and past dates (clamp to 0) behave identically.
packages/ai/src/api/openai-codex-responses.ts:160-163,391-397	capRetryDelayMs + delay selection	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:1032-1055, http_api_provider.rs:1793-1802	pi: default cap 60000ms, applied ONLY to 429 retry-after values; non-429 retry-after and all exponential backoff are uncapped; maxRetryDelayMs <= 0 disables the cap. ri: no default cap (None = uncapped); when max_retry_delay_ms is set it clamps EVERY delay (exponential, retry-after on any status, network-error backoff); Some(0) clamps delays to 0. Scenarios: (a) 429 retry-after 600s, no options -> pi sleeps 60s, ri sleeps 600s; (b) 503 retry-after 120s with maxRetryDelayMs=10000 -> pi sleeps 120s (uncapped non-429), ri sleeps 10s; (c) maxRetryDelayMs=0 with 429 retry-after 5s -> pi sleeps 5s (cap disabled), ri sleeps 0ms (hot retry).
packages/ai/src/api/openai-codex-responses.ts:356-359	abort check at top of each attempt	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:1660-1664	pi throws "Request was aborted" -> aborted stopReason; ri push_abort_if_requested emits StopReason::Aborted with "Request was aborted".
packages/ai/src/api/openai-codex-responses.ts:380-383	onResponse hook emitted for every attempt's response	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:1708	Both emit per attempt before the ok/error branch (status + header map; header map edge cases per headersToRecord row).
packages/ai/src/api/openai-codex-responses.ts:399,420	backoff sleep is abortable (sleep(delayMs, options.signal))	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1700-1703,1742-1744	pi's codex retry sleeps reject immediately on user abort ("Request was aborted" -> aborted stopReason). ri uses plain tokio::time::sleep - uninterruptible; abort is only observed at the next loop-top check after the full delay elapses. Scenario: 429 with retry-after 600s (uncapped in ri by default per cap row), user aborts 1s in -> pi returns aborted instantly; ri sleeps ~10 minutes first.
packages/ai/src/api/openai-codex-responses.ts:403-409 + 416-423	non-retryable HTTP error: parseErrorResponse -> throw, then caught by the same catch whose network branch retries anything not containing "usage limit"	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1738-1739	In pi the friendly error thrown for a non-retryable status lands in the catch at :410, which retries ANY error message not containing "usage limit" while attempt < maxRetries - so with maxRetries>0 pi effectively retries even 401/403. ri returns Err immediately when openai_codex_retry_delay_ms_with_limits says non-retryable. Scenario: maxRetries=3 and Codex returns 403 "account not authorized" -> pi makes 4 requests with backoff; ri makes 1. (At pi's default maxRetries=0 the drift is latent; note ri's default is 3, compounding the divergence.)
packages/ai/src/api/openai-codex-responses.ts:410-415	abort error passthrough in catch (AbortError / "Request was aborted")	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:1660-1664 (+ per-chunk checks)	Both normalize to "Request was aborted" and never retry aborts (modulo the in-flight-cancellation responsiveness drift recorded in the combineAbortSignals row).
packages/ai/src/api/openai-codex-responses.ts:416-423	network-error retry branch (BASE 1000ms * 2^attempt, skip when message contains "usage limit")	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1693-1706,1793-1802	Conditions and base/multiplier match (1000 * 2^attempt, "usage limit" substring guard, attempt < maxRetries). Drifts: ri clamps this delay by max_retry_delay_ms when set (pi never caps network backoff), and ri's sleep is not abortable (see backoff-sleep row).
packages/ai/src/api/openai-codex-responses.ts:1465-1490	parseErrorResponse (friendly ChatGPT usage-limit message)	DRIFT	crates/ri-llm-provider/src/openai_codex_responses.rs:1058-1108	Core logic matches: code|type ~ usage_limit_reached/usage_not_included/rate_limit_exceeded or status 429 -> "You have hit your ChatGPT usage limit[ (plan plan)][. Try again in ~N min.]"; message = error.message || friendly || fallback; final = friendly || message; resets_at 0/absent skips the ETA; rounding equivalent after max(0). Drifts: (1) empty body -> pi falls back to raw || statusText || "Request failed" (e.g. "Too Many Requests"), ri always "Request failed" (statusText dropped); (2) pi uses strict JSON.parse, ri parse_json_with_repair - a malformed-but-repairable JSON body (trailing comma) yields the friendly message in ri but raw text in pi.
packages/ai/src/api/anthropic-messages.ts:553 (+openai-responses.ts:137, openai-completions.ts:222, azure-openai-responses.ts:110)	options.maxRetries forwarded to provider SDKs (default 0)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1537-1560,1600-1632,2049-2109	Defaults agree (0 = one-shot). But when a caller sets maxRetries>0, pi delegates to the SDK retry loop (Anthropic/OpenAI SDKs: 408/409/429/5xx + connection errors, retry-after honored, jittered exponential 0.5s->8s); ri's non-codex chat paths IGNORE stream.max_retries entirely and are strictly one-shot. Scenario: maxRetries=2 + Anthropic 529 overloaded -> pi retries twice inside the SDK; ri errors immediately (only the outer harness RetryPolicy, if enabled, retries).
packages/ai/src/api/anthropic-messages.ts:752 (errorMessage = SDK error.message)	provider errorMessage content for non-2xx (anthropic/google/bedrock)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:1927,2012,2070 + 2621-2637 (provider_error_from_body)	pi surfaces the SDK message which embeds the HTTP status digits and body ("429 {json...}", "got status: 500 ... {json}"); ri extracts the bare JSON error.message with no status/type. This feeds is_retryable_assistant_error: scenario - Gemini 429 body {"error":{"code":429,"message":"Resource has been exhausted (e.g. check quota).","status":"RESOURCE_EXHAUSTED"}} -> pi errorMessage contains "429" -> outer retry policy retries; ri errorMessage "Resource has been exhausted (e.g. check quota)." matches NO retryable pattern (contiguous "ResourceExhausted" does not match "Resource has been exhausted") -> ri fails fast. Same for any 5xx whose message lacks transient keywords (e.g. "model exploded" on 500: pi retryable via "500", ri not).
packages/ai/src/api/bedrock-converse-stream.ts:337-354	formatBedrockError name->prefix mapping ("Throttling error:", "Service unavailable:" etc.)	DRIFT	crates/ri-llm-provider/src/bedrock.rs:1217-1239 (stream frames, ported) vs http_api_provider.rs:2012 (HTTP path, not ported)	Mid-stream exception frames get pi-style prefixes in ri (MATCH). But initial non-2xx HTTP errors go through provider_error_from_body and lose the AWS error-name prefix. Scenario: Bedrock HTTP 429 ThrottlingException body {"message":"Too many tokens, please wait before trying again."} -> pi errorMessage "Throttling error: Too many tokens, ..." where the NON_OVERFLOW anchor ^(Throttling error|Service unavailable): (overflow.rs:38) blocks overflow classification; ri errorMessage "Too many tokens, please wait before trying again." has no prefix, matches overflow pattern "too many tokens" (overflow.rs:27) -> ri misclassifies throttling as context overflow and compacts instead of surfacing/retrying the throttle.
packages/ai/src/api/openai-completions.ts:498-505	OpenRouter error.metadata.raw append with contains-dedup	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2600-2619	Same append-on-newline with contains() dedup and empty/falsy guard. Micro-edge: pi appends non-string raw values via template coercion; ri only appends string raw (Value::as_str) - a numeric metadata.raw is appended by pi, ignored by ri.
packages/ai/src/api/openrouter-images.ts:67	images maxRetries (default 0) delegated to openai SDK	DRIFT	crates/ri-llm-provider/src/openrouter_images.rs:90-181,415-492	Defaults agree (0). When >0: pi = openai-node SDK semantics (retryable 408/409/429/5xx + connection errors, jittered exponential 0.5s -> 8s cap, retry-after honored only within a 0-60s sanity window); ri = manual loop (statuses 408|409|425|429|500|502|503|504 + normalized text fallback, 1s * 2^attempt with no jitter and no 8s cap, retry-after/-ms/http-date honored without a sanity window, cap only via max_retry_delay_ms). Scenario: maxRetries=2 and 429 with retry-after: 300 -> pi ignores the out-of-window 300s value and sleeps ~1-2s; ri sleeps 300s. Latent at default 0; ri's abortable retry sleep (10ms poll) is better-behaved than the codex path.
packages/ai/src/api/pi-messages.ts:388,394	headers merge (model then options) + onResponse via headersToRecord	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:596-597,2285-2305	Spread order model -> options matches BTreeMap extend (options win). Null-header semantics gap covered in the providerHeadersToRecord row; onResponse header map edges covered in the headersToRecord row.
