packages/ai/src/utils/event-stream.ts:86	createAssistantMessageEventStream factory	MATCH	crates/ri-llm-provider/src/event_stream.rs:89	assistant_message_event_stream() returns (sender, stream) pair; pi returns single object serving both roles. Functional parity.
packages/ai/src/api/pi-messages.ts:267	SSE: streaming UTF-8 decode across chunk boundaries	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2464	pi TextDecoder(stream:true) handles split multibyte chars; ri buffers raw bytes per line and decodes complete lines with from_utf8_lossy - multibyte sequences split across network chunks stay intact inside the byte line buffer. Invalid bytes become U+FFFD in both.
packages/ai/src/api/pi-messages.ts:267	SSE: leading UTF-8 BOM	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2485	pi TextDecoder strips a leading BOM by default, so "﻿data: {...}" parses. ri from_utf8_lossy keeps the BOM; strip_prefix("data:") fails and the first event is silently dropped. Scenario: server prepends BOM to the SSE body: pi yields the first event, ri loses it.
packages/ai/src/api/pi-messages.ts:275	SSE: CRLF handling / lone CR	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2482	pi rewrites all \r\n to \n on the accumulated buffer (safe across chunk splits since replace re-runs after concat); ri strips one trailing \r per \n-terminated line. Equivalent for CRLF streams. Lone \r (not followed by \n) is NOT a line terminator in either (both diverge from the SSE spec identically) - it stays embedded in the data.
packages/ai/src/api/pi-messages.ts:277	SSE: event dispatch on blank line (split on \n\n)	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2487	pi splits buffer on "\n\n"; ri dispatches pending data_lines on each empty line. Same framing; consecutive blank lines are no-ops in both (ri: data_lines empty -> return; pi: empty chunk has no data line).
packages/ai/src/api/pi-messages.ts:304	SSE: multi-line data handling (pi-messages)	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2492	pi parsePiMessagesEvent uses ONLY THE FIRST line starting with "data:" (.find) and ignores the rest; ri joins ALL data lines with "\n" (SSE-spec behavior, shared SseJsonParser). Scenario A: event "data: {\"a\":1}\ndata: junk\n\n" -> pi yields {"a":1}; ri parses "{\"a\":1}\njunk" which fails JSON and the frame is silently dropped. Scenario B: event "data:\ndata: {\"a\":1}\n\n" -> pi finds first data line "" (falsy) and drops the whole event; ri parses "\n{\"a\":1}" successfully. Only matters if the pi-messages backend ever emits multiple data lines per event.
packages/ai/src/api/pi-messages.ts:307	SSE: "data:" prefix with/without space, whitespace trim	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2491	pi slice(5)+trim (both ends, all whitespace); ri strip_prefix("data:")+trim_start (leading only). Trailing whitespace difference is immaterial: serde_json tolerates trailing ws and the [DONE] comparison re-trims. "data:x" (no space) and "data:  x" behave identically in both.
packages/ai/src/api/pi-messages.ts:310	SSE: [DONE] sentinel skipped	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2560	pi: data !== "[DONE]" after trim; ri: data.trim() == "[DONE]" -> return. Same.
packages/ai/src/api/pi-messages.ts:310	SSE: empty data event skipped	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2555	pi: empty/absent data is falsy -> no event; ri: no data lines -> return; empty joined data fails parse -> dropped. Same net effect.
packages/ai/src/api/pi-messages.ts:310	SSE: invalid JSON in data frame	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2563	pi JSON.parse throws -> the generator throws -> request surfaces a stream error. ri push_sse_event uses `if let Ok(...)` and SILENTLY DROPS unparseable frames, continuing the stream. Scenario: backend emits one corrupted frame "data: {trunc\n\n" mid-stream: pi aborts the response with an error event; ri skips the frame and keeps consuming (may still finish successfully).
(ri only)	SSE: JSON repair before parse	EXTRA_IN_RI	crates/ri-llm-provider/src/json_repair.rs:125	ri parses SSE data via parse_json_with_repair (fixes bad escapes, raw control chars, lone surrogate escapes -> �) before giving up; pi uses strict JSON.parse. ri accepts frames pi would reject.
packages/ai/src/api/pi-messages.ts:292	SSE: trailing partial frame at EOF (pi-messages)	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2474	pi parses leftover buffer if non-blank after stream end; ri finish() flushes the pending line and dispatches pending data_lines. Same.
packages/ai/src/api/pi-messages.ts:305	SSE: event:/id:/retry:/comment lines ignored	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2491	Both recognize only lines starting with "data:"; event:/id:/retry:/":"-comments and a bare "data" field without colon are all ignored (both deviate from spec identically on the bare-field case).
packages/ai/src/api/openai-codex-responses.ts:717	Codex parseSSE: no CRLF normalization	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2482	pi codex parser splits only on literal "\n\n"; a CRLF stream ("data: x\r\n\r\n" contains no "\n\n") never dispatches - events accumulate in the buffer until EOF and are then discarded. ri's shared parser strips trailing \r and handles CRLF. ri is strictly more robust; pi bug not ported. Scenario: Codex-compatible proxy emitting CRLF line endings works on ri, silently produces zero events on pi.
packages/ai/src/api/openai-codex-responses.ts:722	Codex parseSSE: join ALL data lines with \n	MATCH	crates/ri-llm-provider/src/http_api_provider.rs:2558	Both join multiple data: lines with "\n" (unlike pi-messages' first-line-only parser).
packages/ai/src/api/openai-codex-responses.ts:728	Codex parseSSE: invalid JSON -> CodexProtocolError thrown	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2563	pi throws CodexProtocolError (with payload) aborting the stream; ri repairs then silently drops the frame and continues. Scenario: one malformed Codex frame: pi fails the request loudly; ri skips it.
packages/ai/src/api/openai-codex-responses.ts:714	Codex parseSSE: trailing partial frame at EOF discarded	DRIFT	crates/ri-llm-provider/src/http_api_provider.rs:2474	pi codex parser breaks on done WITHOUT flushing the remaining buffer (an event not terminated by \n\n is lost); ri finish() parses the trailing frame. Scenario: stream ends with "data: {...}" and no final blank line: pi drops the event, ri yields it.
(ri only)	AwsEventStreamJsonParser (binary eventstream framing)	EXTRA_IN_RI	crates/ri-llm-provider/src/http_api_provider.rs:2498	pi delegates Bedrock eventstream decoding to @aws-sdk codecs; ri hand-rolls it: 12-byte prelude, total_len>=16 and headers_len<=total_len-16 checks, payload=[12+headers_len..total_len-4], empty payloads skipped, leftover bytes at finish -> "Incomplete AWS EventStream frame". Note: ri does not verify prelude/message CRCs (AWS SDK does); corrupted-but-well-framed messages parse without integrity check.
packages/ai/src/utils/overflow.ts:38-62	OVERFLOW_PATTERNS (24 shared regexes)	MATCH	crates/ri-llm-provider/src/overflow.rs:5-29	All 24 other patterns byte-identical incl. anchors and (?i) case-insensitivity; ri list order differs (irrelevant to any()). No lookarounds so JS/Rust regex semantics coincide; `.` excludes \n and `^` is string-start in both.
packages/ai/src/utils/overflow.ts:58	/range of input length should be/i (DashScope/Qwen)	MISSING_IN_RI	crates/ri-llm-provider/src/overflow.rs:5-29	ri's list lacks this pattern (24 vs pi's 25). Scenario: DashScope/Qwen Token Plan returns HTTP 400 "Range of input length should be [1, 30720]": pi classifies it as context overflow (triggers compaction/truncation recovery); ri returns false and the error surfaces as a plain provider error.
packages/ai/src/utils/overflow.ts:74-78	NON_OVERFLOW_PATTERNS (throttling/rate-limit exclusions)	MATCH	crates/ri-llm-provider/src/overflow.rs:36-45	All 3 patterns identical.
packages/ai/src/utils/overflow.ts:134	isContextOverflow case 1 gate: stopReason error + truthy errorMessage	MATCH	crates/ri-llm-provider/src/overflow.rs:48	pi skips empty-string errorMessage via falsiness; ri enters with Some("") but no pattern matches the empty string. Same result.
packages/ai/src/utils/overflow.ts:136	case 1: non-overflow exclusion before overflow match	MATCH	crates/ri-llm-provider/src/overflow.rs:50	Same order: NON_OVERFLOW first, then OVERFLOW.
packages/ai/src/utils/overflow.ts:143	case 2 gate: `contextWindow &&` truthiness	DRIFT	crates/ri-llm-provider/src/overflow.rs:63	pi treats contextWindow 0 (and NaN) as absent (falsy) so silent-overflow and length-stop checks are disabled; ri Some(0) enables them: stopReason stop with any input tokens > 0 returns true. Edge case only - callers pass real window sizes - but Some(0) misclassifies every successful response as overflow where pi's 0 never would.
packages/ai/src/utils/overflow.ts:144	case 2: input+cacheRead > contextWindow	MATCH	crates/ri-llm-provider/src/overflow.rs:64	Same arithmetic (u64 vs JS number immaterial for token counts).
packages/ai/src/utils/overflow.ts:153	case 3: stopReason length + output==0 + input>=cw*0.99	MATCH	crates/ri-llm-provider/src/overflow.rs:69	Same predicate; ri computes 0.99 threshold in f64 like JS.
packages/ai/src/utils/overflow.ts:166	getOverflowPatterns	MATCH	crates/ri-llm-provider/src/overflow.rs:80	Test-only helper; ri exposes overflow_pattern_count() (count instead of regex copies). No runtime impact.
packages/ai/src/utils/estimate.ts:14	CHARS_PER_TOKEN=4, ESTIMATED_IMAGE_CHARS=4800	MATCH	crates/ri-llm-provider/src/estimate.rs:22	Identical constants.
packages/ai/src/utils/estimate.ts:17	calculateContextTokens: totalTokens || component sum	MATCH	crates/ri-llm-provider/src/estimate.rs:25	pi falsy-0 fallback == ri total_tokens > 0 branch.
packages/ai/src/utils/estimate.ts:21	safeJsonStringify	DRIFT	crates/ri-llm-provider/src/estimate.rs:33	pi: JSON.stringify(value) ?? "undefined" (undefined/function serializes to the 9-char string "undefined"); throw -> "[unserializable]". ri: serde always produces output for Value (Null -> 4-char "null"); error -> "[unserializable]". Edge-only: a toolCall with absent arguments counts 9 chars in pi vs 4 in ri (~1 token). Circular refs impossible for serde Value.
packages/ai/src/utils/estimate.ts:37	estimateTextTokens: ceil(len/4) char-count basis	DRIFT	crates/ri-llm-provider/src/estimate.rs:37	pi counts UTF-16 code units (String.length: astral chars = 2); ri counts Unicode scalar values (chars().count(): astral chars = 1). Identical for BMP text (ASCII/CJK/Latin); diverges on emoji/astral-plane text. Scenario: "😀" x100 as message text -> pi estimates ceil(200/4)=50 tokens, ri ceil(100/4)=25. Applies to every char-count in estimate.rs (text, thinking, tool args, tool JSON).
packages/ai/src/utils/estimate.ts:29	estimateTextAndImageContentChars: string len / text len / image 4800	MATCH	crates/ri-llm-provider/src/estimate.rs:41	Structure identical (Plain/Blocks, Text/Image->4800); inherits the UTF-16-vs-scalar drift above.
packages/ai/src/utils/estimate.ts:45	estimateMessageTokens: user/toolResult/assistant(text+thinking+toolCall name+args JSON)	MATCH	crates/ri-llm-provider/src/estimate.rs:64	Same role dispatch and block accounting; single ceil at the end for all roles equals pi's per-path Math.ceil. Inherits char-count drift.
packages/ai/src/utils/estimate.ts:63	getLastAssistantUsageInfo: timestamp prefix guard, skip aborted/error, usage>0	MATCH	crates/ri-llm-provider/src/estimate.rs:95	NEGATIVE_INFINITY == i64::MIN seed; >= comparison; latest_prefix_timestamp updated from every message; last qualifying assistant wins. Identical.
packages/ai/src/utils/estimate.ts:89	estimateMessages: usage+trailing branch / full-estimate branch	MATCH	crates/ri-llm-provider/src/estimate.rs:119	Identical math and returned fields.
packages/ai/src/utils/estimate.ts:105	estimateToolsTokens: 0 for empty, else ceil(len(JSON(tools))/4)	MATCH	crates/ri-llm-provider/src/estimate.rs:144	Same formula. Note serialized shapes (JSON.stringify(Tool[]) vs serde Vec<&Tool>) may differ slightly in field order/optional-field emission, shifting the estimate by a few tokens; formula and intent match.
packages/ai/src/utils/estimate.ts:110	isMessageArray dual dispatch	MATCH	crates/ri-llm-provider/src/estimate.rs:153	pi's overloaded estimateContextTokens(Context|Message[]) becomes two fns: estimate_context_messages_tokens / estimate_context_tokens.
packages/ai/src/utils/estimate.ts:118	Context branch: addedToolNames set after lastUsageIndex -> added tool tokens	MATCH	crates/ri-llm-provider/src/estimate.rs:161	Set/BTreeSet of names from toolResult messages after the usage index; filter context.tools by name; add to tokens+trailing. Identical.
packages/ai/src/utils/estimate.ts:134	Context branch: no usage -> systemPrompt + all tools prefix tokens	MATCH	crates/ri-llm-provider/src/estimate.rs:187	Identical (pi optional tools/systemPrompt == ri empty Vec/None).
packages/ai/src/utils/sanitize-unicode.ts:21	sanitizeSurrogates: strip unpaired surrogates, keep pairs	DRIFT	crates/ri-llm-provider/src/json_repair.rs:284	pi regex deletes lone high/low surrogates (paired emoji untouched). ri sanitize_surrogates is an IDENTITY function - sound because Rust &str can never contain unpaired surrogates - but the equivalent inputs take a different path: lone-surrogate JSON escapes are rewritten to � at ingestion by repair_json (json_repair.rs:85,90). Net behavior: pi REMOVES the character ("Text \uD83D here" -> "Text  here"); ri carries U+FFFD ("Text \u{FFFD} here") into provider payloads. Both prevent provider JSON serialization errors; the emitted text differs (deletion vs replacement char), so transcripts/tool args containing lone surrogates render differently.
packages/ai/src/utils/provider-env.ts:15	getBunSandboxEnvValue: /proc/self/environ fallback	MISSING_IN_RI	crates/ri-llm-provider/src/env_api_keys.rs	Bun-runtime workaround for bun#27802 (compiled Bun binaries seeing empty process.env in Linux sandboxes): only active when process.versions.bun && process.env is empty; caches NUL-separated k=v pairs (idx>0 guard skips malformed/leading-= entries). Not applicable to a native Rust binary, which always reads the real environment via std::env. No scenario where ri misbehaves; intentionally unported.
packages/ai/src/utils/provider-env.ts:45	getProviderEnvValue: env override -> process.env -> (bun fallback), empty strings fall through	MATCH	crates/ri-llm-provider/src/env_api_keys.rs:91	Same precedence and same empty-string fallthrough at each tier (pi `||` == ri .filter(!is_empty)); final None/undefined identical. Bun tier absent per row above.
packages/ai/src/utils/hash.ts:2	shortHash algorithm	MATCH	crates/ri-llm-provider/src/json_repair.rs:269	Bit-for-bit port: iterates UTF-16 code units (charCodeAt == encode_utf16, so astral chars hash as 2 units in both), Math.imul == u32 wrapping_mul, seeds 0xdeadbeef/0x41c6ce57, multipliers 2654435761/1597334677/2246822507/3266489909, finalizer computes new h1 from old h2 then new h2 from NEW h1 (ri preserves this ordering), output = base36(h2)+base36(h1) lowercase with "0" for zero (matches Number.toString(36)). Variable total length in both (no padding).
packages/ai/src/api/openai-completions.ts:902	shortHash truncation site: pipe id -> callId_itemId, hash8 fallback	DRIFT	crates/ri-llm-provider/src/message_transform.rs:44	pi: for "call|item" ids it builds sanitized `${callId}_${itemId}`; if <=40 chars uses it, else `${callId prefix}_${shortHash(fullId).slice(0,8)}` - explicitly preserving item-level uniqueness when multiple tool calls share call_id (github-copilot/openai-codex/opencode Responses->Completions replay, see comment at :899). ri normalize_openai_completions_tool_call_id DROPS the item part entirely: sanitized call_id truncated to 40 chars, no hash. Scenario: two tool calls in one assistant turn share call_id but differ by item_id: pi replays distinct tool_call ids; ri emits DUPLICATE ids -> tool-call/tool-result pairing breaks or provider rejects the request. (short_hash exists in ri but is never called here.)
packages/ai/src/api/openai-completions.ts:916	non-pipe id: openai provider truncate to 40	MATCH	crates/ri-llm-provider/src/message_transform.rs:60	pi UTF-16 slice vs ri byte-len check + chars().take(40) - identical for the ASCII ids this handles.
packages/ai/src/api/mistral-conversations.ts:175	shortHash truncation site: deriveMistralToolCallId slice(0,9)	MATCH	crates/ri-llm-provider/src/mistral.rs:655	Same normalization (strip non-alnum), same attempt seeding, MISTRAL_TOOL_CALL_ID_LENGTH=9 both sides; alnum filter on base36 output is a no-op in both.
packages/ai/src/api/openai-responses-shared.ts:112	shortHash sites: fc_/msg_/pi_tool_load_ prefixed full hash	MATCH	crates/ri-llm-provider/src/openai_responses.rs:547	fc_{hash(itemId)} (:112/:547), msg_{hash(msgId)} (:196/:378), pi_tool_load_{hash(callId:names)} (:279/:490); full untruncated hash in all six sites.
